title,name,star,date,comment
手軽さ,ホノボノ・グラファ,5.0,2021年2月24日,『1日分の野菜』が手軽に摂取出来るのが魅力です。野菜不足気味の妻にも飲ませています。味も良く飲みやすい。
別に！,Amazon カスタマー,5.0,2021年2月19日,飲んだ
普通,ぱげ,5.0,2021年2月17日,普通
これ一択,ちー,5.0,2021年2月20日,割安感、飲み心地、美味しさ、内容でこれ一択です。どれだけの野菜を食べるのと同じなのかは、謳い文句を信じるしかないでしょう。満足していますが、あえて言うなら、もう少し甘さが抑えられたら言うことありません。
圧倒的に飲みやすい！,TO,5.0,2020年12月18日,以前は他の野菜ジュースをのんでいたのですが、毎日飲むには青くさくてこちらに変えました。こちらの商品はサラッとしていてニンジンジュースみたいでとても飲みやすく、それ以来ずっと毎日飲み続けてます。まったく苦痛に感じないのはすごいなと思います。おすすめ！
野菜ジュース,Amazon カスタマー,5.0,2021年2月16日,大変飲みやすかったです。
美味しい野菜ジュースです,Amazon カスタマー,5.0,2021年2月12日,添加物も入っておらずとても飲みやすいです
毎日飲んでも飽きない,のの,5.0,2021年1月9日,長い期間、定期購入していますが飽きません！体にもよく、お薦めの飲料です
お得感がすごい！,プロパラ,5.0,2021年1月9日,野菜ジュースで一番好きなタイプです。たくさんお安く購入出来て良かったです。
普通,ゼッツガン,3.0,2022年7月25日,普通ドロドロタイプ
クリスマスプレゼント,Amazon カスタマー,5.0,2021年2月11日,毎日野菜ジュースを飲んでいる息子に。飲みやすく、伊藤園の125mlタイプを気に入っていたのになくなってしまって。たまたまタイムセールの商品を見つけて購入です。
飲みやすい,ひことら,4.0,2019年10月2日,タイムセール時に買いましたが、飲みやすくていいです。ただ、近くのコメリが更に安かったので、そちらで買うと思います
伊藤園とカゴメと比べて,鷹,5.0,2020年10月25日,個人的な感想人参っぽいのが伊藤園一日分の野菜トマトっぽいのがカゴメ野菜一日これ一本って感じでしょうか？私は伊藤園派なのでこれを定期便で購入しています。24本入りなので3週間隔の配送がオススメ。
美味しい,mamionu,4.0,2019年10月1日,簡潔に、美味しくて手軽！文句ないものですね
美味しい！,ブミ,5.0,2020年12月6日,大好きなので、味や飲みやすさには申し分ありません！低価格で購入出来たので非常に良かったです。
美味しい,琥珀,5.0,2021年2月4日,好き嫌いの多い人にはクセが強く感じるひともいるかもしれません
飲みやすいのが一番,chirs,5.0,2021年2月3日,癖がなく、喉の奥に何かが残らなくて、とても飲みやすいです。
安定の,Amazon カスタマー,4.0,2019年10月17日,他の会社のものよりも野菜感が強い安定した野菜ジュースです。
その辺のコンビニで買うよりお得！,即席男,5.0,2020年10月17日,primedayで購入。スーパー等では土日の特売で1本あたり50円前後で売ってたりもしますが、送料無料でしたので満足しています。野菜ジュースは各メーカー多々ありますが、伊藤園のものが一番美味しく飲み続けられています。また1本当たり60円位になってた買います。
ランチのお供に,93,5.0,2020年12月27日,味、飲みやすさでランチのお供として会社に持参しています。どうしてもお弁当だけでは、野菜の量が少ないのでこれで補っています。
味に満足,たなひろま,5.0,2021年1月30日,手軽に飲めて美味しかった。
毎日一本,マルシェ,5.0,2021年1月29日,飲みやすいです
飲みやすい、捨てやすい、お手頃価格,よ,5.0,2021年1月30日,野菜不足解消にと頼んでみました。紙パックなのが気に入り、毎日夕食前に飲んでいます味的には、青野菜の臭みがなく飲み安いと感じます。やはり野菜ジュースを飲むと、身体が安心します
習慣化しやすい！,けんちゃん,5.0,2020年9月12日,私と妻と息子（4歳）は好き嫌いがすごく激しいのですが、私と息子は、毎日これ飲んでます。定期配送にして、1年以上続いてますが、特に飽きたりしないし、賞味期限も長いので、冷蔵庫に30本位入れて、入り切らない分はクローゼットへ。冷蔵庫の中の野菜ジュースがなくなったら補充というルーティンで続けてます。妻はどの野菜ジュースも飲めないので、これも飲めませんでしたが、小さい子でも飲めるので、いつもの食事で栄養とれてるのか心配な人におすすめです。
良い,小物大好,4.0,2019年9月19日,安かったので良かったです！
味とコストの両立,ろん,5.0,2021年1月28日,味とコストで選んでます。いずれも問題ございません。
安い,伊澤幸信,5.0,2021年1月27日,美味しくて、野菜が採れる。
飲みやすい,浪岡大輔,5.0,2021年1月25日,飲みやすい
まとめ買いで購入しています,sakamoto,5.0,2020年8月30日,近所のスーパーで似たような価格で売られていますが、他にも定期購入しているものがあるので、まとめて購入するようにしました。他にも色々と野菜ジュースがありますが、私はこの味が一番好みですね。1Lの紙パックのほうがもっと安いのですが、外で飲むので小さいパックの方を買っています。
野菜不足を補充しないと,happydog,5.0,2021年1月25日,テレワークが多くなった今、ビタミン不足になり易いので野菜ジュースを定期購入してます。飲み易くて野菜ジュースが好きになりました。
飲みやすいよ！,江戸のシゲちゃん,5.0,2021年1月23日,トマト感が少しあるけど、飲みやすいと思います。
甘い甘いとってもうまい,てぃーてぃー,5.0,2021年1月19日,いつも同じ品質で美味しい
甘酸っぱい,アケミ,5.0,2021年1月18日,甘酸っぱい味が飲みやすかった。セロリが苦手な人でも大丈夫。私は好きだからいいけどトマトが駄目な人はどうかな？って思います。
野菜不足解消,エンジェル,4.0,2019年9月24日,美味しいです！野菜の不足に現代にはかかせませんです！
いつもより、安く買えました,くろわん,5.0,2021年1月15日,いつもはコンビニで買っていたので安く無くて困っていましたが、まとめ買いには抵抗があったのですが、これを買って良かったと思います。
美味しい！けど、、、,24,4.0,2019年8月30日,毎日飲み続けています。味自体はとても美味しいのですが、後味があまり良くなく、飲んだ後はすぐに毎回歯磨きしてます。
健康維持,shibainuyuki,4.0,2019年9月22日,飲みやすく味もなじめます。健康維持のため薬がわりにと購入しましたが、癖になる美味しさでした
伊藤園もなかなかうまい。,木村 彬,5.0,2020年11月8日,野菜ジュースになると、やっぱりカゴメなどがトップブランドであるが、近くのD2マートで箱売りしていたのを買い気に入ったので、アマゾンで箱買いした。なによりも味がちゃんと整っている。野菜ジュース、トマトジュースは味のほか、ドロドロ感をどこまで残すか、という点も重要であるが伊藤園はこの点が、飲みやすさとしっかり感のバランスがとれていて素晴らしいです。
最悪,たま,1.0,2022年7月6日,よく購入しますが、今回は最悪。箱がつぶれて、箱が開いてしまったようでガムテープ補修だらけ。宅配BOXに入っていたのですが、こんなひどいなら配達時検品とかしないのか？食品だし箱開いていたら、気持ち悪いです。倉庫でなのか、ヤマトがやったのかはわからないが、非常に気分の悪いものでした。
毎日欠かさず,タンザナイト,5.0,2021年1月8日,青臭さやイヤな濃さなどクセがなく飲みやすい
安心の伊東園,美濃　忠成,5.0,2021年1月7日,健康の為に購入
低い判読性、見にくい配色、情報過多,あゆむ,5.0,2020年8月21日,飲みやすい。おいしい。甘すぎず、苦くなく、酸味が少ない。野菜くさくない。容器の字が見づらい。情報量が多く、小さい字にきつい長体がかけられている。ＵＤ書体なのに見にくい。加えて字の背景が赤や緑の野菜の半透明。字に写真を隣接させては読めませんよ。配色。赤・緑・黒で設計すれば良いのに、そこにシアン・黄を加えて配置。全体がチカチカして見にくい。ストローを接着してある部分には字がありませんが、斜めにデザインすれば、もっと効率よく面積を利用できると思う。伝えたい情報を詰め込みすぎ。
美味しい,Amazon カスタマー,5.0,2021年1月2日,野菜が足りない時に飲んでいます。
安定の一本,ブラック魔王,5.0,2020年12月30日,普段から飲んでいるので、味付けは好きです。野菜不足の時は丁度良いです。今回安価で購入出来て良かったです。機会があったらまた注文したいです。
適量,岡部,5.0,2020年12月31日,毎日飲んでます。なんといっても量が適量。味も飲み安いです。最初は苦手かなと思いましたが直ぐに慣れました。野菜が苦手な自分にはぴったりです。
野菜不足解消に,mmm,5.0,2020年10月24日,野菜不足が気になるので飲んでいます。甘過ぎず、塩っぱくなく飽きの来ない味です。ただ、野菜キライ！の方は飲みにくいかもしれません。
専門大手の安心感,YMO,5.0,2020年11月13日,「野菜ジュースの真実､伊藤園･カゴメに聞いた」の記事を読み、気になっていた事が大方記載されていたことと、個人的には伊藤園様の方があっているかな、と記事を見て感じたため愛飲しています。野菜、果物由来の食物繊維が一応取れる飲料として価値が高く、専門に作っている業者だけあって、硝酸態窒素や残留農薬など、ありがちな基本的な疑問や問題等は大方織り込み済みといった印象を記事から感じたため、より良い製品が見つかるまではこちらを使用したいと思っています。
良い,PARK JIHYUN,5.0,2020年12月27日,いいです
飲みやすいです,ノアの運舟,4.0,2019年9月1日,飲みやすいです。また頼みたい。
家まで配達,のりぴー,5.0,2020年9月21日,野菜不足には手軽に摂れてとても良い商品です家族皆で飲んでいますスーパーではケースで買うと重いので数本しか買えませんが配達していただけるのでケースで購入できたすかります
健康オタクでなくても飲める。,のびた,4.0,2019年8月2日,自分としては１番飲みやすく感じます。生野菜の方がいいと言われましたが、それだといつまで経っても一緒。価値はあると思います。
絶品です。,ニック,5.0,2020年12月23日,長年にわたり愛用しています。飲みやすく、飽きが来なく、大変気に入っていまので、この商品をお勧めします。
コスパ良くて美味しい野菜ジュース,ナナ,4.0,2019年7月14日,味はカゴメの類似商品の方がトマト感が強く、マイルドな感じ。こちらはビタミンを後から添加してせいか、酸味が強め。ニンジンベースでトマト感は弱い感じ。24個セットなので、定期購入にすると足りないことになるのが困るのが難点・・・
ゴミ捨ても簡単,Amazon カスタマー,4.0,2019年5月31日,紙パックなので、ごみで捨てる時にとっても手軽です。野菜ジュースなので、ものすごく美味しいとは言えませんが、飲みやすいとは思います。
一番好きかも,翔子,5.0,2020年11月10日,安く購入できるので、毎日飲んでます。濃い味が美味しく栄養たっぷり入ってそうな感じなので好き。
簡単に野菜不足解消！,Koji,4.0,2019年7月10日,いつもコンビニで買って飲んでるんですが、一人暮らしの息子の野菜不足にと買って送ってやりました。朝忙しい朝でも、一パック飲んで、出かけられる、歩きながらでも飲めると、喜んでいました。
唯一飽きずに飲んでいる,猫ママ,5.0,2020年12月15日,色々試しては変えてきた野菜ジュースの中で唯一2年ほど飽きずに飲み続けています。父も息子もいつのまにか飲んでいて、気づくと少なくなっているので定期購入しています。自分の野菜の摂取量は毎日変わるので毎日飲むのではなく、身体が野菜ジュースを飲みたいと言った時が飲み時。
手軽,内藤 貴成,5.0,2020年12月16日,飲みやすく手軽
お得です,ya-ko,4.0,2019年8月19日,味はまあ、好き好きなのですが、他の野菜ジュースと比べてまずいわけではないかと。何よりお安く、重いものが届けてもらえるのが嬉しい。野菜不足に１日１本で。
ううまい！,藤井 祐聖,5.0,2020年12月14日,うまい！
もう少し甘味が抑えられたら,内藤　雪信,4.0,2019年7月21日,大変美味しく頂いております。しかしながら私には甘すぎるのでもう一本飲みたい気分になりません。甘いジュース感覚で野菜を摂取する人には良いと思います。
栄養バランス良い,サファイア,5.0,2020年12月8日,野菜ジュースにしては美味しいし子供でも飲みやすいかと…私の感想です。
まとめ買いで楽チン。,Toshi  taromama,3.0,2021年4月9日,以前からバラで購入。毎日飲んでいる。
飲みやすい,Amazon カスタマー,2.0,2021年10月6日,味かなあ
手軽さ,アニー,3.0,2021年5月2日,気に入った
味は美味しいと思います。,choco,5.0,2020年9月13日,野菜を余り撮らないので購入してみましたが意外と家族にも好評であっという間になくなりました！
健康飲料にいいです,スーです,4.0,2019年5月7日,伊藤園 1日分の野菜 (紙パック) 200ml×24本、毎日飲んでいます。健康にいいですね！
ちゃんと、部屋番号確認しろよ！,エリート大嫌い,5.0,2020年8月27日,商品は、悪くないけど発送完了しましたとメールがあり2日連続で、指定置き配されてませんでした。2度と、Amazon配達の商品が絡む商品は、買いたくありません。
コスパ良し,真理子,5.0,2020年10月26日,トマト強めの味わいなので、カレーを作るときトマト缶代わりに使ったりしてます。ミネラルや鉄分など、必要な栄養を摂取するため、サプリメントをやめてこちらに変更。食塩も添加されておらず、安心して飲めます。
今回は安く購入出来最高にうれしい,kinya,5.0,2020年12月1日,おもいがけず安価で購入出来たことが何よりです。一日1本と言わずこのお値段なら毎食いただけます。
発送頻度が少ないので、切れてしまいます。,鈴木 潔,5.0,2020年11月30日,野菜不足解消
美味しい,まあ,5.0,2020年11月30日,飲みやすい
おいしい,村井　茂敬,3.0,2021年4月29日,大変おいしい
定期購入で一日分野菜ゲット,北澤　敬道,5.0,2020年9月20日,毎朝仕事前に飲用して、体調維持しています。他のメーカー品は水っぽいですがとっても美味しく野菜本来の味で大変満足しております。継続して飲用していきたいお勧め商品です。
野菜不足をサポート,かたつむり,5.0,2020年11月26日,個人的には飲みやすいです！毎日飲むよう心がけています。
感嘆に野菜をとれる,キリン,5.0,2020年9月4日,野菜であまり野菜を食べなっかたので、体調を崩した。一日分の野菜摂取量これ一つでいけるみたいなタイトルにつられ購入しました。三日程飲み続けると体調が徐々に良くなり始めました。やはり野菜不足による体調不良だったようです。冷やして飲むには、味はあまり気になりません。体調不良を感じている人、一度試してみては。
毎日飲んでます,mky1125,5.0,2020年11月23日,味もよく、毎日飲んでも飲みやすく飽きません。
怪しげなメモ。ちょっと飲む勇気はありません。なぜ大量のジュースを客が廃棄しなければいけないのか？,yoppar-A,1.0,2022年6月7日,6月7日に定期おトク便の6月分30日の野菜ジュースが配達された。梱包の段ボールに95mm×50mmの紙切れ「転居5/25転居5/30三日目1」のメモ用紙が添付してあった。これってなんでしょうか？飲み物なので心配と不安でちょっと口に入れる勇気はございません。Amazonカスタマーに早速連絡。回答は「商品代の返金はしますが、商品はそちらで処分していただきたい」でした。なぜ顧客の当方が処分させれれるのか理由が理解できず考慮中に電話は切られました。（本当は画像で送りたいがドコモでは1万円弱請求されるので・・）
いくら購入したかわかりませんが,藤原武子,5.0,2020年11月19日,何個買ったかわかりませんが一度にたくさん送られるのには驚きです
残念,nok.ym2t,2.0,2021年10月6日,24個中4個に破損がありました。カッターか何かに当たった様です。今後は、気をつける様にして下さい。
ローリングストック,イヌイット,5.0,2020年11月18日,ローリングストックのひとつとして、定期便で購入しています。美味しいですしあると安心です。
お腹がイキイキしました,ノリノリ☆9,5.0,2020年11月15日,普段忙し過ぎてなかなか取れない野菜が簡単に美味しくいただいております
お手軽、お値打ち,びーば,5.0,2020年11月16日,味や効能については今さら説明する必要もないでしょう。amazonを利用するのはスピードと価格にメリットがあるからです。
お買い得,ayako,5.0,2020年11月15日,お買い得
通勤の車で毎朝1本,shige,5.0,2020年11月14日,砂糖や塩を使ってないこと、いやな果物の甘い味がしないこと、薄くないこと、がはまった理由です。
健康に良いかどうかは正直分からないけど,それなり,5.0,2020年10月8日,口内炎は出来なくなりました味や飲みやすさについては「こういうもの」と思ってるのでまあ良いとは言えません
安い,忍,5.0,2020年11月13日,美味しい、安い
お腹にも溜まる,may,5.0,2020年11月12日,毎日一本を野菜の代わりにしています。そこそこ、お腹にも溜まって良いと思います
楽でいい,読者,5.0,2020年11月10日,味といい、1日分パックになっているのといい、便利なので、親にあげています。
美味しい栄養,みぃさぁきぃ,5.0,2020年11月9日,野菜大好きな私にはぴったりです。果物が入っていないので、甘くないです。セロリの味が少しするので、苦手な人も多いかと思います。
味,宮崎雄介,3.0,2021年3月14日,飲みやすい
続ける事が大切,里美,5.0,2020年9月1日,年老いた母に毎月送っています。一回で丁度良い量で、健康の為に毎日飲用してくれている様です。
便利です。,ストーン,4.0,2019年7月3日,量がちょうどいいです。味は飲みやすいです。野菜が不足したなとと思った時、飲んでいます。安心するので。
飲みやすい野菜ジュース,IMIM,4.0,2019年6月13日,飲みやすいと思います。フルーツとか入ってないので野菜の味！！って感じです、当たり前ですけど。
さらりとしたトマジュー,五百旗頭,4.0,2016年8月31日,内容量200mlで、一日分の野菜が摂れる野菜ジュース。味はさらりとしたトマトジュースです。おいしい！個人的には好きな味です。恐らくトマトジュースが苦手な人でもすんなり飲めるのではないでしょうか。これに、甘藷やにんじんといった野菜が入り甘みを加えています。野菜にありがちな生臭さは皆無です。非常に摂りやすい商品となっています。よく1日に300gほど野菜を摂りなさい、と言われますが本品は350g分の野菜が入っています。またカロリーも200mlあたり73キロカロリーと食品のカロリー単位である、1単位８０キロカロリーを下回っていて普段使いに心強いです。食物繊維も24g入っていて、整腸作用や血圧改善に一役かってくれそうです。さて、完全無欠に見える本品ですが、注意すべきは糖質です。本品は200mlあたり糖質が14.8g入っています。こればかりを単にダイエット目的で摂取すると、意外に多い糖質が足かせになりかねません。また、これのみ、あるいは食事の際にこれを摂ると、急激に血糖値が上がる懸念もあります。私の場合、まず難消化性デキストリンなどで一定量食物繊維を摂ってから本品を摂取しています。こうすることによって、無用に糖質を摂らずに野菜の栄養を補給することができます。個人の体感ですが、本品を摂取すると明らかに体調がよくなりますね。さすがに栄養のかたまりです。細胞が喜ぶ感じがします。
やさいがいっぱいはいっているから,池羽とめこ,5.0,2020年10月31日,いつものんでいるのでおいしです。
元気の素,Amazon カスタマー,5.0,2020年10月31日,ゴルフ仲間の病院長達が揃って飲む事を勧めて来ましたので、ここ数年毎朝飲み続けています。今年、喜寿の祝いをして頂きましたが、毎月６～10回のラウンドを当たって元気に周らせて貰っています。
おすすめです,大熊 翔,5.0,2020年10月28日,美味しい
美味しくリーズナブル,田中一志,5.0,2020年10月27日,2月に１回程度は買ってます。美味しくて最高です。
野菜の補充に最適,Amazon カスタマー,5.0,2020年10月25日,定期購入しています。子供が独り暮らしのため、野菜不足になりやすいと思い、定期的におくっています。
なんか良いのよ、これ。,noria88,5.0,2020年10月21日,最初は紙パックの小さいのにした。身体に合うのか、なんか良さそうに感じたので、紙パックの大きいのを定期便で申し込んだじょ。
プライムデー価格で購入,bluemoon ijoy,5.0,2020年10月19日,いつもは業務スーパーで同じ商品を購入しているのですが、今回プライムデーでそれより安かったの購入しました。いつも購入している野菜ジュースですので味等はわかっているので価格がお安いのは有難かったです。
長く続けられます,G.ﾗﾌﾞ,4.0,2019年6月4日,野菜嫌いでも美味しいと思います。
安い！早い！美味しい！,友里,5.0,2020年10月18日,毎日飲むので、値段も安いし、味も飲みやすいです。野菜嫌いな方でも飲めるのではないかと思います。発送も早いですし、完全にリピートです。いつもありがとうございます！
ジュース,山下　浩代,5.0,2020年10月17日,美味しい
おいすぃ,Kindleユーザー,5.0,2020年10月16日,安くてお手頃美味しい
他のメーカーよりはカロリーも低い,Amazon カスタマー,3.0,2021年2月18日,少し濃厚ですが他のメーカーより個人的には飲みやすいです
継続,kinugasa 朱衣,5.0,2020年10月15日,重宝しています。
「 カゴメ 野菜一日 これ一本」から乗換しました,SENUO,4.0,2016年5月26日,Amazon購入＆リピート 3回目「カゴメ 野菜一日 これ一本」は、トマトに「中国産」を使っている為、本製品に乗り換えました。主観ですが、本製品と「カゴメ 野菜一日 これ一本」を比較すると、カゴメの方が美味しい印象です。また、本製品は注意点があります。地味に糖質が高いです。 ・糖質 →14.8g ・しょ糖 → 3.712.1g糖質 14.8gは、ロールパン 1個分に相当します。糖質制限ダイエットをされている方は、その分を差し引いてダイエットする必要があります。
朝食のおとも,かんちゃん,5.0,2020年9月7日,毎朝家族で頂いています。簡単に、スピーディーに、持ち運びに便利です。
美味しい！,Amazon カスタマー,5.0,2020年9月6日,安定の美味しさ！青臭さもなくバランスのいい味。野菜嫌いな方でも美味しく飲めると思います。
定期購入商品です!,村本　達己,5.0,2020年10月12日,ずーっと定期購入商品で、健康のため毎日飲んでいます。
200ccで1日分の野菜,名無し,5.0,2020年8月2日,トマトだけの野菜ジュースより断然飲み安いし1日分の野菜が1本で取れるのは魅力的
健康！,Amazon カスタマー,5.0,2020年10月7日,意外なほど美味しい
飲みきりで衛生的,はる,4.0,2019年5月4日,濃くて美味しいです。ちゃんと考えられて作られている製品だと思うので、多分体にも良い影響がある…と思いながら飲んでいました。一度に買うと安いし、小分けの紙パックはハンディで飲みやすいので購入しました。ゴミを少なくしたいとか消費が早いとかもっと割安が良い場合はおすすめしません。
遠くにいる息子の健康に一役かってる,Amazon カスタマー,4.0,2019年5月26日,安価で手軽に健康ジュースを飲めるので、とても気に入ってます。
手軽で美味しいけど,takkycase,4.0,2019年5月6日,手軽な感じで持ち運びも楽で冷蔵庫に入れなくても保管できる。ただストローで飲む飲みにくさがある。容器に出してから飲んでるが手間がかかる。
野菜不足を補う,にし,3.0,2021年1月28日,手軽に野菜が採れるから気に入ってます
味がまろやかなので毎日飽きずに飲める,元吉明夫,5.0,2020年9月29日,昼食時、毎日一個飲んでいる。
健康への先行投資,Amazon カスタマー,4.0,2019年4月10日,野菜不足の食生活を毎日これで解消しています。量・味ともに申し分ありません。将来の自分の健康に対する先行投資と考えれば、安い買い物だと思います。
野菜不足になりがちなので助かります,jikabi,5.0,2020年9月26日,野菜が嫌いでなければ普通に美味しいです
最高,ペット名ココ,5.0,2020年9月26日,最&高
Amazonで買うのは得策ではないかも,みたい,4.0,2018年10月29日,良かった点・甘みが強く、野菜の苦味を感じないので、苦い野菜が苦手な私でもおいしく飲むことができました。・健康を意識して、毎日1本飲むようになってから便の調子が良くなりました。　(この製品のおかげだけではない可能性もあります。)・未開封であれば常温保存ができるので、冷蔵庫の空きを考慮せずに買いだめできます。気になる点(Amazonで買う場合)・近くのスーパーでは特売日に12本698円(税抜)で販売していました。(24本だと税込み1507円です。)・Amazonから届いた商品は同時期にスーパーで買える商品より賞味期限が3ヶ月ほど短かったです。　(2018年10月12日に届いた商品は200mlあたり75kcalの旧製品でした。新製品は71kcalです。)　(ただしAmazonの商品も賞味期限は4ヶ月半後だったので、定期的に飲む分には問題ないと思います。)
賞味期限が後から届いたほうが、早い,なっち,1.0,2022年4月24日,後から届く商品のほうが、賞味期限が早いことが毎回です。賞味期限管理はしっかりされているのでしょうか。分からないから大丈夫と思っているのてしょうか。賞味期限管理に厳しい家族から私がクレームを毎回受けています。次回から改善を必ずしてください。また、同じ状況であれば購入を止めます。
気を紛らわせられる。,Jiren,5.0,2020年7月17日,実際、どれくらい野菜が摂れてどれくらい健康に役立ってるかなんて素人には分かりません。ただこれを毎日朝食時に飲んでいると「最低限の野菜は摂取できている」と思うことが出来ます。故に精神衛生上良いです。一人暮らしの学生さんにおすすめです。
美味しい,Amazon カスタマー,5.0,2020年9月15日,毎日飲んでいる
健康であることの,Aurora,5.0,2020年9月14日,毎日飲んでいます。味が好きだね
野菜が取れていないなぁと、考えて‥,Amazon カスタマー,5.0,2020年8月8日,毎日飲んでいます。腸の調子が良くなります。慣れると、飲みにくさもなくなります。
野菜ジュース苦手な人にもおすすめ。,ゆん,5.0,2020年5月19日,野菜は好きなんですが、一人暮らしでサラダなんかをちゃんと作ると、お金も時間もかかるし、量は一人では食べきれない量できてしまうので、普段は1日一本これを飲んでいます。トマトジュースが苦手で、ほとんどの野菜ジュースが飲めませんが、これは他のものに比べるとサラサラしていて、あっさり目で飲みやすいです。野菜ジュース独特の、どろっとした口当たりが欲しい人には向きませんが、私にはぴったり。24本じゃなくて、30 or 31本だったらもっといいのにとは思います笑
手軽に野菜が摂取できるのでおすすめ！！,Amazon カスタマー,5.0,2020年7月4日,野菜苦手な娘のため、そして忙しい自分のため、食生活が乱れ勝ちな息子のために購入しました気軽に野菜が摂取できるので良いと思います。そして、味も糖分など加えずに、自然な甘さ、それでいてニンジンの甘さがしっかり入っていて野菜が取れてる！と実感できたので大満足です定期購入にしました
癖のない野菜ジュース,藤井瑠香,3.0,2021年1月10日,味も特に癖はなく飲みにくくはありません。他の類似商品と大きく異なる点もないので好み次第だと思います。
野菜不足に,kei,5.0,2020年9月12日,お手頃なので、毎日飲んでいます。
毎日1本,BUSAKAWA,5.0,2020年8月5日,毎日野菜は取りづらいので、毎日1本飲んでます。飲みやすい
野菜の補充,ゆきう,3.0,2021年1月3日,野菜不足なので野菜の不足として飲んでいます。
おいしい,Amazon カスタマー,5.0,2020年6月24日,定期購入しています。野菜味は結構するので、苦手な人はもうちょっと甘めの方がいいかもしれません。
美味しい,Amazon カスタマー,5.0,2020年9月3日,母が好きなので、定期購入して直接配送していました。もう少しお得ならば、ずっと続けます。
良い。,石橋拓己,5.0,2020年9月2日,味も量もちょうどいい。毎日続けるには最適。
野菜不足に,Utatan_chan,4.0,2017年8月31日,1日350gの野菜を採るのはなかなか難しいので、コレを飲んでいます。かれこれ5年くらい飲み続けていて、今では定期おトク便で購入しています。野菜嫌いで最初飲んだ時は、正直マズイと思いましたが、すぐに慣れました。おいしいとまでは思いませんが、まぁイケるかなぐらいの感覚です。野菜生活とかだとジュース感覚でたくさん飲みすぎてしまうので、これくらいの味の方が飲み過ぎなくてよいのかなと思っています。缶の方が安いですが、ゴミ捨てが若干手間です。パックだと飲んだ後すぐに他のゴミと一緒にゴミ箱に捨てられるのでラクで良いと思います。
良い気がする。,サーブ,4.0,2019年4月20日,身体にとってどれ程効果があるか実証していないので分からないが、悪くはないと思い続けている。
甘くない！,Amazon カスタマー,4.0,2019年4月18日,野菜の味がしていて美味しいです。甘くないのがサラダ代わりに飲みたかったのでよかったです
おいしい,ゴリ,4.0,2019年4月10日,野菜不足なので毎日飲んでます　味も良く飲みやすい　簡単に野菜がとれます
野菜不足解消する為に飲んでます。,あ～チャン,2.0,2021年7月13日,味が、良いので毎日飲んでます。
毎朝飲んでます。,Dona,5.0,2020年8月23日,K社の野菜ジュースと飲み比べたところ伊藤園さんの方がさらり感が良く味も好みです。美味しい。続けて毎日の定番にしたいです。
会社忘年会に使う景品,半々子,5.0,2020年7月16日,会社の忘年会に使う景品として購入しました。当たった社員は喜んでました。
おいしかった！,いいことも都合の悪いことも全部知りたいなさん,5.0,2020年7月13日,家人に買ってまして、一年くらい？飲んだことなかったのですが旨旨でしたー♪野菜ジュースは栄養がないときいてますそうですが気分でOK牧場まきばですよ！
身体の為続けるられる商品に出会う為。,千曲屋,5.0,2020年7月29日,身体の為この手の商品を色々購入しました。味と飲みやすさからこの商品に落ち着いています。　まずは一度お試しする事をオススメ致します。
人参の追っかけはトマト,Amazon カスタマー,5.0,2020年5月24日,にんじんくさいです。野菜好きな人にはいいと思いますが、お子様には辛そうな…そんな香りがします。一口目はにんじんがまず出てきて、忘れた頃にトマトが追いかけてくる、そんな味です。野菜が好きなので冷やして美味しく飲んでます。買い置きできるのはありがたいです。配達員さんいつもありがとうございます。
この野菜ジュースがご褒美,K,5.0,2020年4月20日,今日は野菜が足りてないな、という日にコンビニでよく買っていましたが、コンビニで買うよりこちらで買った方が安いことに気付き定期購入しています。なにか効果を感じてるわけではないですが、何となくの気休めです。当初はカゴメの野菜一日これ一本と交互に買っていましたがカゴメはトマト嫌いな私にはちょっと辛くてこちらを多く買うように。カゴメの方はトマト感が強く本品ほど甘味を感じなかったのですが、本品の方がカロリー、糖質もほんの少し多いことから糖質の多い野菜が少し多く配分されているのかなと思います。飲みやすいし個人的にはOKです。食事制限をしているので甘いものはあまり摂らないようにしているのですが、本品は健康のため、と言い訳してご褒美として飲んでいます！美味しい！
美味しい,とみやん,4.0,2019年1月8日,野菜不足なので 簡単に摂取出来る 野菜ジュースは最高です そうだゆ飲みやすい美味しいから 毎朝飲んでます
飲みやすい野菜ジュース,シニアだけどゲーム好き,4.0,2018年4月18日,野菜不足かを補うため「青汁」ではなく、野菜ジュースを選びました。昔、青汁を買っていたが、長続きせず途中で辞めてしまった。野菜ジュースの場合、簡便でおいしく飲めるので結構続けることが可能と感じている。評価は☆4つ。※「粉をコップに入れ、水を入れて攪拌」との手間が面倒
今回の一日分の野菜をのんでみて,渡邉　賀子,3.0,2020年12月7日,今晩は、お届けありがとうございました。こんかいは、紙パック入りなので、とても扱い安くて美味しく頂いております。
野菜ジュースが苦手な人は、これだ！,谷口紀子,5.0,2020年7月7日,野菜ジュースが苦手なのですが、サッパリして、他社より、かなり飲みやすいつづけられそうです。
トマト嫌いの方でも飲める,Amazon カスタマー,5.0,2020年5月17日,こういった野菜ジュースはトマトが強すぎて敬遠していましたが、本製品はトマトの風味が抑えられていて、トマト嫌いな私でも飲み続けられています。賞味期限も意外と長いので、箱で買っても安心です。(半年くらい保ちます）購入を検討されている方は、まずはコンビニなどで一本購入して味が好みか確かめてはいかがでしょうか。
健康に良い,カオ,5.0,2020年8月11日,サラサラ感あって美味しい
